label,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
A,0.5916123986244202,0.5745988488197327,-5.714110216104018e-07,0.5314531922340393,0.5160674452781677,-0.021495843306183815,0.47563648223876953,0.4271475374698639,-0.026738673448562622,0.4431101977825165,0.34761714935302734,-0.034234046936035156,0.45717811584472656,0.28645485639572144,-0.03357374295592308,0.49469685554504395,0.3458864688873291,0.023943457752466202,0.4870742857456207,0.2801910936832428,-0.005782116670161486,0.4954104423522949,0.3563951253890991,-0.019329464063048363,0.4998769164085388,0.3818749487400055,-0.02416960336267948,0.5354244112968445,0.3435058891773224,0.02204643003642559,0.5284485220909119,0.27793964743614197,-0.014280356466770172,0.5288810729980469,0.3684002757072449,-0.019994203001260757,0.5318762063980103,0.390999972820282,-0.012453327886760235,0.5767446160316467,0.3572903573513031,0.011915094219148159,0.5739345550537109,0.30197471380233765,-0.0232330821454525,0.5679024457931519,0.38845518231391907,-0.0100997444242239,0.5675686001777649,0.415552020072937,0.010076387785375118,0.6171916723251343,0.37984660267829895,-0.0007373710977844894,0.6090474128723145,0.34875476360321045,-0.014973544515669346,0.5988993644714355,0.409635066986084,-0.001710238284431398,0.5990379452705383,0.4283241331577301,0.013741042464971542
A,0.5891678929328918,0.5704716444015503,-5.84159806749085e-07,0.5274978280067444,0.5144648551940918,-0.022966846823692322,0.4704471826553345,0.42475077509880066,-0.028284654021263123,0.43869468569755554,0.3476780951023102,-0.035426896065473557,0.45133891701698303,0.2878919243812561,-0.034148648381233215,0.49417978525161743,0.3411462604999542,0.02182435616850853,0.48605912923812866,0.2771197557449341,-0.008030182681977749,0.4938967227935791,0.35637563467025757,-0.021505651995539665,0.4992519021034241,0.3826638162136078,-0.026552433148026466,0.5346964001655579,0.338816374540329,0.020638693124055862,0.5264388918876648,0.276738703250885,-0.01553394552320242,0.5261704325675964,0.36941826343536377,-0.021022625267505646,0.5310826301574707,0.3881358802318573,-0.013872750103473663,0.5750560760498047,0.35347211360931396,0.0111365532502532,0.5712283849716187,0.29675981402397156,-0.02422476001083851,0.564013659954071,0.3863491415977478,-0.010210218839347363,0.5659564137458801,0.4117105007171631,0.01026198361068964,0.6147330403327942,0.37610292434692383,-0.0010838188463822007,0.6054123044013977,0.3461335599422455,-0.016330549493432045,0.5938349962234497,0.40759649872779846,-0.003200876759365201,0.594965934753418,0.42443984746932983,0.01217653974890709
A,0.5967032313346863,0.5713922381401062,-5.567607104239869e-07,0.5340702533721924,0.5164684057235718,-0.021436691284179688,0.47608551383018494,0.42556217312812805,-0.02560255117714405,0.4405430555343628,0.34822529554367065,-0.031759921461343765,0.4533083438873291,0.29072505235671997,-0.029411084949970245,0.49476173520088196,0.34304019808769226,0.022638967260718346,0.4865850806236267,0.28155648708343506,-0.004464541096240282,0.4957582652568817,0.36132144927978516,-0.015509463846683502,0.5008341073989868,0.37669599056243896,-0.02042730152606964,0.5362882614135742,0.33813080191612244,0.021048972383141518,0.5257421135902405,0.27492615580558777,-0.014768199063837528,0.5263716578483582,0.36909088492393494,-0.019104070961475372,0.5325528979301453,0.3796014189720154,-0.011356576345860958,0.5780730247497559,0.35170871019363403,0.011672521941363811,0.5720575451850891,0.2969439923763275,-0.022688455879688263,0.5656241774559021,0.3884361982345581,-0.007271271664649248,0.5690469145774841,0.4058839678764343,0.013639530166983604,0.618338406085968,0.37124496698379517,-0.0003751134790945798,0.6085284352302551,0.34810158610343933,-0.013871616683900356,0.596928596496582,0.40894344449043274,-0.00035535587812773883,0.5992026925086975,0.4178397059440613,0.014592978172004223
A,0.6037784814834595,0.5711194276809692,-6.056280312805029e-07,0.5395716428756714,0.5226734280586243,-0.025762878358364105,0.4806249737739563,0.42779645323753357,-0.02906431443989277,0.44666245579719543,0.34761884808540344,-0.03315827250480652,0.4609854221343994,0.29245486855506897,-0.028181007131934166,0.4982188642024994,0.34570133686065674,0.021284179762005806,0.4931831955909729,0.2811029851436615,-0.008526411838829517,0.5024598240852356,0.36158353090286255,-0.019772130995988846,0.506247878074646,0.37837880849838257,-0.02370871603488922,0.5410319566726685,0.34125837683677673,0.021481024101376534,0.5334199666976929,0.2784862816333771,-0.016843046993017197,0.5350469946861267,0.37573397159576416,-0.02079286053776741,0.5395513772964478,0.3844664990901947,-0.011405817233026028,0.5827910900115967,0.35273367166519165,0.01281742937862873,0.5790640711784363,0.30222687125205994,-0.024571752175688744,0.5745595693588257,0.3935302793979645,-0.009599927812814713,0.57743239402771,0.40400755405426025,0.01218092069029808,0.6246048212051392,0.36940526962280273,0.0011035756906494498,0.6173081994056702,0.3455869257450104,-0.014194375835359097,0.6080528497695923,0.40876641869544983,-0.0007597189978696406,0.6098169684410095,0.41702741384506226,0.014793353155255318
A,0.60018390417099,0.5717387199401855,-5.901288204768207e-07,0.534779965877533,0.5136268734931946,-0.01844419352710247,0.48186638951301575,0.4181590676307678,-0.019899431616067886,0.45254310965538025,0.34322139620780945,-0.02308964915573597,0.4630158543586731,0.29182350635528564,-0.017853450030088425,0.5001987814903259,0.3391095995903015,0.020948855206370354,0.4964211881160736,0.2782018184661865,-0.00431984243914485,0.505337119102478,0.360442191362381,-0.012662206776440144,0.508948028087616,0.3749515414237976,-0.01583288423717022,0.5443991422653198,0.33578744530677795,0.018610887229442596,0.5348073840141296,0.2746769189834595,-0.014668327756226063,0.5350180268287659,0.37098607420921326,-0.015992140397429466,0.5413852334022522,0.3781445026397705,-0.006819790694862604,0.5876407623291016,0.3511908948421478,0.008913877420127392,0.5810648798942566,0.2994142174720764,-0.02248901128768921,0.5746700763702393,0.39125773310661316,-0.00497613288462162,0.578951895236969,0.40373629331588745,0.01615082286298275,0.6284290552139282,0.37159082293510437,-0.0032996912486851215,0.6184890866279602,0.34710824489593506,-0.014457501471042633,0.6069344282150269,0.40897873044013977,0.0004652280476875603,0.6094456315040588,0.416130006313324,0.015578750520944595
A,0.5813336968421936,0.5722723603248596,-5.625868766401254e-07,0.5147416591644287,0.5217480659484863,-0.02424364909529686,0.4594697058200836,0.4232519865036011,-0.027992399409413338,0.434245228767395,0.34194666147232056,-0.032674841582775116,0.4499739408493042,0.2891498804092407,-0.02836374193429947,0.4815344214439392,0.33663687109947205,0.020275356248021126,0.47525832056999207,0.2774582803249359,-0.009236146695911884,0.4833097457885742,0.3614048957824707,-0.019784463569521904,0.48655712604522705,0.37547358870506287,-0.022743025794625282,0.526954174041748,0.3343602120876312,0.020064378157258034,0.5167203545570374,0.28000694513320923,-0.016028666868805885,0.5163041949272156,0.3736146092414856,-0.017462050542235374,0.5220979452133179,0.37889084219932556,-0.006717632990330458,0.5700082778930664,0.3500747084617615,0.010987043380737305,0.5623224973678589,0.30657339096069336,-0.022664697840809822,0.5568608641624451,0.3937632441520691,-0.005040153861045837,0.5615985989570618,0.4020998179912567,0.017331896349787712,0.6111606359481812,0.37126296758651733,-0.0013054620940238237,0.599618673324585,0.3492088317871094,-0.012300563044846058,0.5897482633590698,0.40963730216026306,0.003621190320700407,0.594123363494873,0.41498029232025146,0.020091120153665543
A,0.5576043128967285,0.5694291591644287,-5.328152496986149e-07,0.49077552556991577,0.5163964033126831,-0.017729299142956734,0.4346769154071808,0.42177441716194153,-0.018774351105093956,0.4021109640598297,0.34782296419143677,-0.022192727774381638,0.39416587352752686,0.29109346866607666,-0.017187250778079033,0.4562758803367615,0.34071314334869385,0.024287870153784752,0.44794008135795593,0.27642136812210083,-0.002730938605964184,0.455386757850647,0.358322411775589,-0.011290648952126503,0.46266525983810425,0.37686222791671753,-0.013161241076886654,0.5004689693450928,0.3363228440284729,0.021553024649620056,0.4885297119617462,0.2772896885871887,-0.012105164118111134,0.48737233877182007,0.3710274398326874,-0.012878275476396084,0.49680060148239136,0.37584152817726135,-0.002497481182217598,0.5433095097541809,0.3503282070159912,0.01072548795491457,0.5346340537071228,0.3028348684310913,-0.019929705187678337,0.5288207530975342,0.3893251121044159,-0.002453788183629513,0.536388099193573,0.39542752504348755,0.01864159107208252,0.5836878418922424,0.36887115240097046,-0.0028197027277201414,0.57239830493927,0.3532254099845886,-0.013109867461025715,0.5623250603675842,0.40844154357910156,0.0008380901417694986,0.5692295432090759,0.4073895514011383,0.015212579630315304
A,0.5578775405883789,0.563887894153595,-5.469850066219806e-07,0.49256157875061035,0.5119579434394836,-0.022462783381342888,0.43334662914276123,0.41908642649650574,-0.026373399421572685,0.39342084527015686,0.34630709886550903,-0.031951166689395905,0.385537326335907,0.28844064474105835,-0.02885335125029087,0.45041999220848083,0.3348510265350342,0.020453231409192085,0.43660324811935425,0.2756451368331909,-0.006571026984602213,0.4502999484539032,0.35720840096473694,-0.015339892357587814,0.4589727222919464,0.37298381328582764,-0.017547577619552612,0.49460694193840027,0.3266300857067108,0.020441923290491104,0.47811082005500793,0.2748596668243408,-0.012374653480947018,0.4822979271411896,0.36876654624938965,-0.012396266683936119,0.4919118285179138,0.3697226643562317,-0.0021028975024819374,0.5375607013702393,0.33923742175102234,0.012111634016036987,0.5241209864616394,0.29441410303115845,-0.020468221977353096,0.5217834115028381,0.3818008601665497,-0.0030649621039628983,0.5308879613876343,0.38692063093185425,0.018397411331534386,0.5765804052352905,0.3581157922744751,0.0010129865258932114,0.5629217028617859,0.3388882577419281,-0.01124647632241249,0.5533998012542725,0.39615488052368164,0.0028961903881281614,0.5613489151000977,0.3992987275123596,0.01793614588677883
A,0.5667720437049866,0.5640095472335815,-5.81683366362995e-07,0.5035665035247803,0.5240593552589417,-0.025363018736243248,0.4405738115310669,0.4459232687950134,-0.0347459651529789,0.4010580778121948,0.37336066365242004,-0.04581010714173317,0.3915661573410034,0.3078862428665161,-0.04969289153814316,0.46715378761291504,0.34612494707107544,0.012355176731944084,0.4529261887073517,0.2699108421802521,-0.02410353161394596,0.4620618522167206,0.33935943245887756,-0.04534168913960457,0.4712325930595398,0.3851044774055481,-0.05392125993967056,0.5074495673179626,0.3350033164024353,0.009450919926166534,0.4954255223274231,0.2554595470428467,-0.030531270429491997,0.4963914752006531,0.34428805112838745,-0.04214177653193474,0.5012856125831604,0.3822547197341919,-0.038570184260606766,0.5485514402389526,0.341483473777771,-0.0014184165047481656,0.5407965183258057,0.27131757140159607,-0.04027123749256134,0.535404622554779,0.35715770721435547,-0.029857352375984192,0.5375808477401733,0.39477336406707764,-0.010730113834142685,0.5905336737632751,0.3598026931285858,-0.015051904134452343,0.5824339985847473,0.313315749168396,-0.03587790206074715,0.5713393092155457,0.3740517795085907,-0.023818276822566986,0.569709300994873,0.40476375818252563,-0.007839166559278965
A,0.5703842639923096,0.5681623816490173,-4.6237752826527867e-07,0.5087462663650513,0.5390963554382324,-0.026832610368728638,0.4447101056575775,0.46391528844833374,-0.03779752552509308,0.4048404097557068,0.3884487450122833,-0.049818456172943115,0.40198594331741333,0.3217213749885559,-0.05553341284394264,0.4710376262664795,0.3520296812057495,0.006341638043522835,0.45828405022621155,0.26148462295532227,-0.029124638065695763,0.46533966064453125,0.3104064464569092,-0.05191553011536598,0.4751431345939636,0.36235925555229187,-0.06112552434206009,0.5121284127235413,0.33888542652130127,0.003872448345646262,0.5044271945953369,0.2406795620918274,-0.03291298449039459,0.5057337284088135,0.3151915669441223,-0.044707879424095154,0.5104056000709534,0.3655792474746704,-0.04102109745144844,0.5539387464523315,0.34530699253082275,-0.0061871265061199665,0.5502141714096069,0.25910913944244385,-0.04184175655245781,0.5469419360160828,0.3342033624649048,-0.034165993332862854,0.549277663230896,0.3821391761302948,-0.01703801564872265,0.5983166098594666,0.3671596050262451,-0.019190657883882523,0.5942090749740601,0.30598127841949463,-0.04072200134396553,0.5859742760658264,0.35796305537223816,-0.03117934614419937,0.5853790640830994,0.3946906328201294,-0.01670687086880207
